experiment_id,customer_id,campaign_id,month,month_name,month_num,converted,campaign,previous,poutcome,campaign_pressure,previously_contacted
28,28,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
29,29,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
30,30,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
31,31,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
32,32,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
33,33,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
34,34,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
35,35,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
36,36,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
37,37,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
38,38,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
39,39,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
40,40,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
41,41,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
42,42,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
43,43,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
44,44,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
45,45,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
46,46,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
47,47,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
48,48,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
49,49,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
50,50,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
51,51,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
52,52,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
53,53,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
54,54,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
55,55,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
56,56,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
57,57,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
58,58,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
59,59,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
60,60,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
61,61,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
62,62,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
63,63,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
64,64,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
65,65,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
66,66,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
67,67,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
68,68,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
69,69,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
70,70,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
71,71,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
72,72,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
73,73,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
74,74,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
75,75,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
76,76,TEL_TEST_MAY,may,May,5,1,1,0,nonexistent,Low,No
77,77,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
78,78,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
79,79,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
80,80,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
81,81,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
82,82,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
83,83,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
84,84,TEL_TEST_MAY,may,May,5,1,1,0,nonexistent,Low,No
85,85,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
86,86,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
87,87,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
88,88,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
89,89,TEL_TEST_MAY,may,May,5,1,1,0,nonexistent,Low,No
90,90,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
91,91,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
92,92,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
93,93,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
94,94,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
95,95,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
96,96,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
97,97,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
98,98,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
99,99,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
100,100,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
101,101,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
102,102,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
103,103,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
104,104,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
105,105,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
106,106,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
107,107,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
108,108,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
109,109,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
110,110,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
111,111,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
112,112,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
113,113,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
114,114,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
115,115,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
116,116,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
117,117,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
118,118,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
119,119,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
120,120,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
121,121,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
122,122,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
123,123,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
124,124,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
125,125,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
126,126,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
127,127,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
128,128,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
129,129,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
130,130,TEL_CONTROL_MAY,may,May,5,1,1,0,nonexistent,Low,No
131,131,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
132,132,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
133,133,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
134,134,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
135,135,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
136,136,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
137,137,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
138,138,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
139,139,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
140,140,TEL_TEST_MAY,may,May,5,1,1,0,nonexistent,Low,No
141,141,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
142,142,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
143,143,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
144,144,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
145,145,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
146,146,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
147,147,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
148,148,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
149,149,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
150,150,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
151,151,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
152,152,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
153,153,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
154,154,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
155,155,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
156,156,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
157,157,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
158,158,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
159,159,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
160,160,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
161,161,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
162,162,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
163,163,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
164,164,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
165,165,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
166,166,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
167,167,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
168,168,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
169,169,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
170,170,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
171,171,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
172,172,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
173,173,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
174,174,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
175,175,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
176,176,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
177,177,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
178,178,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
179,179,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
180,180,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
181,181,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
182,182,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
183,183,TEL_CONTROL_MAY,may,May,5,1,2,0,nonexistent,Medium,No
184,184,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
185,185,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
186,186,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
187,187,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
188,188,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
189,189,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
190,190,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
191,191,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
192,192,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
193,193,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
194,194,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
195,195,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
196,196,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
197,197,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
198,198,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
199,199,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
200,200,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
201,201,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
202,202,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
203,203,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
204,204,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
205,205,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
206,206,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
207,207,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
208,208,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
209,209,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
210,210,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
211,211,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
212,212,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
213,213,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
214,214,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
215,215,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
216,216,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
217,217,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
218,218,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
219,219,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
220,220,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
221,221,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
222,222,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
223,223,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
224,224,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
225,225,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
226,226,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
227,227,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
228,228,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
229,229,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
230,230,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
231,231,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
232,232,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
233,233,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
234,234,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
235,235,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
236,236,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
237,237,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
238,238,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
239,239,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
240,240,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
241,241,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
242,242,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
243,243,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
244,244,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
245,245,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
246,246,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
247,247,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
248,248,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
249,249,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
250,250,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
251,251,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
252,252,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
253,253,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
254,254,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
255,255,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
256,256,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
257,257,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
258,258,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
259,259,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
260,260,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
261,261,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
262,262,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
263,263,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
264,264,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
265,265,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
266,266,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
267,267,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
268,268,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
269,269,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
270,270,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
271,271,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
272,272,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
273,273,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
274,274,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
275,275,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
276,276,TEL_CONTROL_MAY,may,May,5,0,1,0,nonexistent,Low,No
277,277,TEL_TEST_MAY,may,May,5,0,1,0,nonexistent,Low,No
278,278,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
279,279,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
280,280,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
281,281,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
282,282,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
283,283,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
284,284,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
285,285,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
286,286,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
287,287,TEL_TEST_MAY,may,May,5,1,3,0,nonexistent,Medium,No
288,288,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
289,289,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
290,290,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
291,291,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
292,292,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
293,293,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
294,294,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
295,295,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
296,296,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
297,297,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
298,298,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
299,299,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
300,300,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
301,301,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
302,302,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
303,303,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
304,304,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
305,305,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
306,306,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
307,307,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
308,308,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
309,309,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
310,310,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
311,311,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
312,312,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
313,313,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
314,314,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
315,315,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
316,316,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
317,317,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
318,318,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
319,319,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
320,320,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
321,321,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
322,322,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
323,323,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
324,324,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
325,325,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
326,326,TEL_TEST_MAY,may,May,5,0,4,0,nonexistent,High,No
327,327,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
328,328,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
329,329,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
330,330,TEL_TEST_MAY,may,May,5,0,3,0,nonexistent,Medium,No
331,331,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
332,332,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
333,333,TEL_CONTROL_MAY,may,May,5,0,5,0,nonexistent,High,No
334,334,TEL_CONTROL_MAY,may,May,5,0,5,0,nonexistent,High,No
335,335,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
336,336,TEL_CONTROL_MAY,may,May,5,0,4,0,nonexistent,High,No
337,337,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
338,338,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
339,339,TEL_TEST_MAY,may,May,5,0,2,0,nonexistent,Medium,No
340,340,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
341,341,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
342,342,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
343,343,TEL_CONTROL_MAY,may,May,5,0,3,0,nonexistent,Medium,No
344,344,TEL_CONTROL_MAY,may,May,5,0,2,0,nonexistent,Medium,No
